locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCMMFKD_01184	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
JBCMMFKD_01185	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
JBCMMFKD_01186	CDS	963	ybiB		COG0547	putative protein YbiB
JBCMMFKD_01187	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
JBCMMFKD_01188	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
JBCMMFKD_01189	CDS	267	ybiI_1		COG1734	putative protein YbiI
JBCMMFKD_01190	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
JBCMMFKD_01191	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
JBCMMFKD_01192	CDS	261	mcbA			putative protein McbA
JBCMMFKD_01193	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
JBCMMFKD_01194	CDS	264	napD		COG3062	Chaperone NapD
JBCMMFKD_01195	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
JBCMMFKD_01196	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
JBCMMFKD_01197	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
JBCMMFKD_01198	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
JBCMMFKD_01199	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
JBCMMFKD_01200	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
JBCMMFKD_01201	CDS	663	ccmB		COG2386	Heme exporter protein B
JBCMMFKD_01202	CDS	738	ccmC		COG0755	Heme exporter protein C
JBCMMFKD_01203	CDS	210	ccmD		COG3114	Heme exporter protein D
JBCMMFKD_01204	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
JBCMMFKD_01205	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
JBCMMFKD_01206	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
JBCMMFKD_01207	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
JBCMMFKD_01208	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
JBCMMFKD_01209	CDS	2592				putative autotransporter
JBCMMFKD_01210	tRNA	77				tRNA-Pro(ggg)
JBCMMFKD_01211	CDS	1761	yejM		COG3083	Inner membrane protein YejM
JBCMMFKD_01212	CDS	228				hypothetical protein
JBCMMFKD_01213	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
JBCMMFKD_01214	CDS	285	rplY		COG1825	50S ribosomal protein L25
JBCMMFKD_01215	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
JBCMMFKD_01216	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JBCMMFKD_01217	CDS	1191	bcr			Bicyclomycin resistance protein
JBCMMFKD_01218	CDS	345	yejG			putative protein YejG
JBCMMFKD_01219	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
JBCMMFKD_01220	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
JBCMMFKD_01221	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
JBCMMFKD_01222	CDS	1815				hypothetical protein
JBCMMFKD_01223	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
JBCMMFKD_01224	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JBCMMFKD_01225	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
JBCMMFKD_01226	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
JBCMMFKD_01227	CDS	1467	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
JBCMMFKD_01228	CDS	573	yeiP		COG0231	Elongation factor P-like protein
JBCMMFKD_01229	CDS	255				hypothetical protein
JBCMMFKD_01230	CDS	1182	setB			Sugar efflux transporter B
JBCMMFKD_01231	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
JBCMMFKD_01232	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
JBCMMFKD_01233	CDS	1692	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
JBCMMFKD_01234	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
JBCMMFKD_01235	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
JBCMMFKD_01236	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
JBCMMFKD_01237	CDS	699	yeiL		COG0664	Regulatory protein YeiL
JBCMMFKD_01238	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
JBCMMFKD_01239	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
JBCMMFKD_01240	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
JBCMMFKD_01241	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
JBCMMFKD_01242	CDS	1050				hypothetical protein
JBCMMFKD_01243	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
JBCMMFKD_01244	CDS	1470	lysP		COG0833	Lysine-specific permease
JBCMMFKD_01245	CDS	1992	cirA		COG4771	Colicin I receptor
JBCMMFKD_01246	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
JBCMMFKD_01247	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JBCMMFKD_01248	CDS	1158				hypothetical protein
JBCMMFKD_01249	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
JBCMMFKD_01250	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
JBCMMFKD_01251	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JBCMMFKD_01252	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
JBCMMFKD_01253	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
JBCMMFKD_01254	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
JBCMMFKD_01255	CDS	240				hypothetical protein
JBCMMFKD_01256	CDS	720				hypothetical protein
JBCMMFKD_01257	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
JBCMMFKD_01258	CDS	696	yohK		COG1346	Inner membrane protein YohK
JBCMMFKD_01259	CDS	399				hypothetical protein
JBCMMFKD_01260	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
JBCMMFKD_01261	CDS	945	leuO			HTH-type transcriptional regulator LeuO
JBCMMFKD_01262	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
JBCMMFKD_01263	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
JBCMMFKD_01264	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
JBCMMFKD_01265	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
JBCMMFKD_01266	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JBCMMFKD_01267	CDS	366	ftsL		COG3116	Cell division protein FtsL
JBCMMFKD_01268	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
JBCMMFKD_01269	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JBCMMFKD_01270	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JBCMMFKD_01271	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JBCMMFKD_01272	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
JBCMMFKD_01273	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JBCMMFKD_01274	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JBCMMFKD_01275	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JBCMMFKD_01276	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JBCMMFKD_01277	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
JBCMMFKD_01278	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
JBCMMFKD_01279	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
JBCMMFKD_01280	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
JBCMMFKD_01281	CDS	588	secM			Secretion monitor
JBCMMFKD_01282	CDS	2706	secA		COG0653	Protein translocase subunit SecA
JBCMMFKD_01283	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
JBCMMFKD_01284	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
JBCMMFKD_01285	CDS	744	zapD		COG4582	Cell division protein ZapD
JBCMMFKD_01286	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
JBCMMFKD_01287	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
JBCMMFKD_01288	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
JBCMMFKD_01289	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
JBCMMFKD_01290	CDS	441				hypothetical protein
JBCMMFKD_01291	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
JBCMMFKD_01292	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
JBCMMFKD_01293	CDS	855	ampE		COG3725	Protein AmpE
JBCMMFKD_01294	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
JBCMMFKD_01295	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
JBCMMFKD_01296	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
JBCMMFKD_01297	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
JBCMMFKD_01298	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
JBCMMFKD_01299	CDS	1854				hypothetical protein
JBCMMFKD_01300	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
JBCMMFKD_01301	CDS	363				hypothetical protein
JBCMMFKD_01302	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
JBCMMFKD_01303	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
JBCMMFKD_01304	CDS	309				hypothetical protein
JBCMMFKD_01305	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
JBCMMFKD_01306	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
JBCMMFKD_01307	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
JBCMMFKD_01308	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
JBCMMFKD_01309	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
JBCMMFKD_01310	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
JBCMMFKD_01311	CDS	441				hypothetical protein
JBCMMFKD_01312	CDS	1230				hypothetical protein
JBCMMFKD_01313	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
JBCMMFKD_01314	CDS	903				ISNCY family transposase ISSen7
JBCMMFKD_01315	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
JBCMMFKD_01316	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
JBCMMFKD_01317	CDS	1275	yadC			putative fimbrial-like protein YadC
JBCMMFKD_01318	CDS	597	yadK			putative fimbrial-like protein YadK
JBCMMFKD_01319	CDS	603	yadL			putative fimbrial-like protein YadL
JBCMMFKD_01320	CDS	384	yadM			putative fimbrial-like protein YadM
JBCMMFKD_01321	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
JBCMMFKD_01322	CDS	741	yadV			putative fimbrial chaperone YadV
JBCMMFKD_01323	CDS	564	yfcV			putative fimbrial-like protein YfcV
JBCMMFKD_01324	CDS	2646	papC_1		COG3188	Outer membrane usher protein PapC
JBCMMFKD_01325	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
JBCMMFKD_01326	CDS	507	yfcR			putative fimbrial-like protein YfcR
JBCMMFKD_01327	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
JBCMMFKD_01328	CDS	552	yfcP			putative fimbrial-like protein YfcP
JBCMMFKD_01329	CDS	825	yfcO			putative protein YfcO
JBCMMFKD_01330	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
JBCMMFKD_01331	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
JBCMMFKD_01332	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
JBCMMFKD_01333	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
JBCMMFKD_01334	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
JBCMMFKD_01335	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
JBCMMFKD_01336	CDS	279				hypothetical protein
JBCMMFKD_01337	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JBCMMFKD_01338	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
JBCMMFKD_01339	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
JBCMMFKD_01340	CDS	996	flk			Flagellar regulator flk
JBCMMFKD_01341	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
JBCMMFKD_01342	CDS	1014	usg		COG0136	USG-1 protein
JBCMMFKD_01343	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JBCMMFKD_01344	CDS	660	dedA		COG0586	Protein DedA
JBCMMFKD_01345	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JBCMMFKD_01346	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
JBCMMFKD_01347	CDS	663	dedD			Cell division protein DedD
JBCMMFKD_01348	CDS	489	cvpA		COG1286	Colicin V production protein
JBCMMFKD_01349	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JBCMMFKD_01350	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
JBCMMFKD_01351	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
JBCMMFKD_01352	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
JBCMMFKD_01353	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
JBCMMFKD_01354	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
JBCMMFKD_01355	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
JBCMMFKD_01356	CDS	891				ISNCY family transposase ISRor2
JBCMMFKD_01357	CDS	894				Epimerase family protein
JBCMMFKD_01358	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
JBCMMFKD_01359	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JBCMMFKD_01360	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
JBCMMFKD_01361	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
JBCMMFKD_01362	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
JBCMMFKD_01363	CDS	1479				hypothetical protein
JBCMMFKD_01364	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JBCMMFKD_01365	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
JBCMMFKD_01366	CDS	456				hypothetical protein
JBCMMFKD_01367	CDS	495				hypothetical protein
JBCMMFKD_01368	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
JBCMMFKD_01369	CDS	1833				hypothetical protein
JBCMMFKD_01370	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
JBCMMFKD_01371	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
JBCMMFKD_01372	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
JBCMMFKD_01373	CDS	165				hypothetical protein
JBCMMFKD_01374	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
JBCMMFKD_01375	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JBCMMFKD_01376	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
JBCMMFKD_01377	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
JBCMMFKD_01378	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
JBCMMFKD_01379	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
JBCMMFKD_01380	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JBCMMFKD_01381	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
JBCMMFKD_01382	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
JBCMMFKD_01383	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
JBCMMFKD_01384	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JBCMMFKD_01385	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
JBCMMFKD_01386	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
JBCMMFKD_01387	CDS	840				IS3 family transposase ISEcB1
JBCMMFKD_01388	CDS	522				IS3 family transposase ISEcB1
JBCMMFKD_01389	CDS	504	yfbM			Protein YfbM
JBCMMFKD_01390	CDS	516				hypothetical protein
JBCMMFKD_01391	CDS	540				hypothetical protein
JBCMMFKD_01392	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JBCMMFKD_01393	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JBCMMFKD_01394	CDS	1371	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JBCMMFKD_01395	CDS	216	yfgJ			putative protein YfgJ
JBCMMFKD_01396	CDS	1473	der		COG1160	GTPase Der
JBCMMFKD_01397	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
JBCMMFKD_01398	CDS	621				hypothetical protein
JBCMMFKD_01399	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
JBCMMFKD_01400	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JBCMMFKD_01401	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
JBCMMFKD_01402	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JBCMMFKD_01403	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JBCMMFKD_01404	CDS	2274	pbpC		COG4953	Penicillin-binding protein 1C
JBCMMFKD_01405	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
JBCMMFKD_01406	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
JBCMMFKD_01407	CDS	777				hypothetical protein
JBCMMFKD_01408	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
JBCMMFKD_01409	CDS	201	iscX		COG2975	Protein IscX
JBCMMFKD_01410	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
JBCMMFKD_01411	CDS	1851	hscA		COG0443	Chaperone protein HscA
JBCMMFKD_01412	CDS	516	hscB		COG1076	Co-chaperone protein HscB
JBCMMFKD_01413	CDS	324	iscA		COG0316	Iron-binding protein IscA
JBCMMFKD_01414	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
JBCMMFKD_01415	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
JBCMMFKD_01416	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
JBCMMFKD_01417	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
JBCMMFKD_01418	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
JBCMMFKD_01419	CDS	855			COG1073	putative protein
JBCMMFKD_01420	CDS	1281				hypothetical protein
JBCMMFKD_01421	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
JBCMMFKD_01422	CDS	891	hcaR_2			Hca operon transcriptional activator HcaR
JBCMMFKD_01423	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
JBCMMFKD_01424	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
JBCMMFKD_01425	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
JBCMMFKD_01426	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JBCMMFKD_01427	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
JBCMMFKD_01428	CDS	423	yphA		COG2259	Inner membrane protein YphA
JBCMMFKD_01429	CDS	873	yphB		COG2017	putative protein YphB
JBCMMFKD_01430	CDS	1062	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
JBCMMFKD_01431	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
JBCMMFKD_01432	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JBCMMFKD_01433	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
JBCMMFKD_01434	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
JBCMMFKD_01435	CDS	1194	mlc_2		COG1940	Protein mlc
JBCMMFKD_01436	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JBCMMFKD_01437	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
JBCMMFKD_01438	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
JBCMMFKD_01439	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
JBCMMFKD_01440	CDS	714	qseG			Quorum-sensing regulator protein G
JBCMMFKD_01441	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
JBCMMFKD_01442	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
JBCMMFKD_01443	CDS	1533	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
JBCMMFKD_01444	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
JBCMMFKD_01445	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
JBCMMFKD_01446	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
JBCMMFKD_01447	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
JBCMMFKD_01448	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
JBCMMFKD_01449	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
JBCMMFKD_01450	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
JBCMMFKD_01451	CDS	2526	mrcB		COG0744	Penicillin-binding protein 1B
JBCMMFKD_01452	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
JBCMMFKD_01453	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
JBCMMFKD_01454	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
JBCMMFKD_01455	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
JBCMMFKD_01456	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
JBCMMFKD_01457	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
JBCMMFKD_01458	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
JBCMMFKD_01459	CDS	624				hypothetical protein
JBCMMFKD_01460	CDS	801	btuF		COG0614	Vitamin B12-binding protein
JBCMMFKD_01461	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JBCMMFKD_01462	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
JBCMMFKD_01463	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
JBCMMFKD_01464	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
JBCMMFKD_01465	CDS	387				hypothetical protein
JBCMMFKD_01466	CDS	813	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
JBCMMFKD_01467	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
JBCMMFKD_01468	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
JBCMMFKD_01469	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
JBCMMFKD_01470	CDS	726	rpsB		COG0052	30S ribosomal protein S2
JBCMMFKD_01471	CDS	852	tsf		COG0264	Elongation factor Ts
JBCMMFKD_01472	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
JBCMMFKD_01473	CDS	558	frr		COG0233	Ribosome-recycling factor
JBCMMFKD_01474	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
JBCMMFKD_01475	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
JBCMMFKD_01476	CDS	153				hypothetical protein
JBCMMFKD_01477	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
JBCMMFKD_01478	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
JBCMMFKD_01479	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
JBCMMFKD_01480	CDS	486	skp		COG2825	Chaperone protein Skp
JBCMMFKD_01481	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
JBCMMFKD_01482	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
